Datum;Buchungstext;Betrag;Saldo;Valuta
08.10.20;Eft-Pos Lidl Regensdorf      06.10.2020 12:50 Carta:  61853201  CHF  17.25;-17.25;35417.17;06.10.20
07.10.20;Verg�tung;-14.90;35434.42;07.10.20
05.10.20;Eft-Pos Coop-1506 Regensdorf 03.10.2020 19:14 Carta:  61853201  CHF  173.05;-173.05;35449.32;03.10.20
01.10.20;Belastung LSV;-229.15;35622.37;01.10.20
29.09.20;Eft-Pos UZH Binzm�hle        28.09.2020 12:54 Carta:  61853201  CHF  7.00;-7.00;35851.52;28.09.20
29.09.20;Eft-Pos LANDI Regensdorf Gen 28.09.2020 18:59 Carta:  61853201  CHF  30.20;-30.20;35858.52;28.09.20
28.09.20;Eft-Pos Lidl Regensdorf      24.09.2020 19:50 Carta:  61853201  CHF  34.45;-34.45;35888.72;24.09.20
25.09.20;Pagamento stipendio Universitaet Zuerich;4700.20;35923.17;25.09.20
22.09.20;Eft-Pos UZH Binzm�hle        21.09.2020 12:49 Carta:  61853201  CHF  5.40;-5.40;31222.97;21.09.20
21.09.20;Zahlungseingang;405.82;31228.37;21.09.20
21.09.20;Eft-Pos Talstation Harderbah 19.09.2020 16:52 Carta:  61853201  CHF  34.00;-34.00;30822.55;19.09.20
21.09.20;Eft-Pos TA Catering S. Aareg 19.09.2020 20:04 Carta:  61853201  CHF  24.00;-24.00;30856.55;19.09.20
17.09.20;Eft-Pos BURGER KING          14.09.2020 19:36 Carta:  61853201  CHF  45.80;-45.80;30880.55;14.09.20
14.09.20;Zahlungseingang;300.00;30926.35;14.09.20
14.09.20;Belastung LSV;-1010.50;30626.35;14.09.20
14.09.20;Verg�tung;-1000.00;31636.85;14.09.20
11.09.20;Verg�tung;-1160.65;32636.85;11.09.20
10.09.20;Spesen f�r Papierdokument(e);-1.50;33797.50;10.09.20
09.09.20;Eft-Pos Coop-2572 Regensdorf 08.09.2020 20:10 Carta:  61853201  CHF  40.30;-40.30;33799.00;08.09.20
08.09.20;Verg�tung;-40.00;33839.30;08.09.20
08.09.20;Eft-Pos Hong Kong Food Parad 07.09.2020 12:52 Carta:  61853201  CHF  23.80;-23.80;33879.30;07.09.20
08.09.20;Eft-Pos SCHWEIZ. BUNDESBAHN  06.09.2020 10:05 Carta:  61853201  CHF  14.00;-14.00;33903.10;06.09.20
08.09.20;Eft-Pos SBB LUZERN           06.09.2020 18:03 Carta:  61853201  CHF  14.00;-14.00;33917.10;06.09.20
08.09.20;Eft-Pos Lidl Regensdorf      05.09.2020 13:07 Carta:  61853201  CHF  67.95;-67.95;33931.10;05.09.20
01.09.20;Belastung LSV;-192.85;33999.05;01.09.20
01.09.20;Eft-Pos Coop-1506 Regensdorf 31.08.2020 18:02 Carta:  61853201  CHF  3.75;-3.75;34191.90;31.08.20
01.09.20;Eft-Pos Coop-1506 Regensdorf 31.08.2020 18:02 Carta:  61853201  CHF  113.60;-113.60;34195.65;31.08.20
01.09.20;Eft-Pos Lidl Regensdorf      29.08.2020 14:03 Carta:  61853201  CHF  77.00;-77.00;34309.25;29.08.20
31.08.20;Eft-Pos IKEA AG, Spreitenbac 28.08.2020 15:50 Carta:  61853201  CHF  5.50;-5.50;34386.25;28.08.20
31.08.20;Eft-Pos IKEA AG, Spreitenbac 28.08.2020 17:33 Carta:  61853201  CHF  133.50;-133.50;34391.75;28.08.20
31.08.20;Eft-Pos Lidl Regensdorf      28.08.2020 19:24 Carta:  61853201  CHF  44.15;-44.15;34525.25;28.08.20
27.08.20;Verg�tung;-2187.00;34569.40;27.08.20
25.08.20;Pagamento stipendio Universitaet Zuerich;4700.20;36756.40;25.08.20
24.08.20;Eft-Pos DD 8105 REGENSDORF   22.08.2020 12:56 Carta:  61853201  CHF  32.05;-32.05;32056.20;22.08.20
24.08.20;Eft-Pos LANDI Regensdorf Gen 22.08.2020 11:55 Carta:  61853201  CHF  16.25;-16.25;32088.25;22.08.20
24.08.20;Eft-Pos Coop-2017 Regensdorf 22.08.2020 12:40 Carta:  61853201  CHF  9.45;-9.45;32104.50;22.08.20
24.08.20;Prelevamento al Bancomat UBS Regensdorf Ind.  21.08.2020 16:00 Carta:  61853201  CHF  200.00;-202.00;32113.95;21.08.20
20.08.20;Eft-Pos Landi Seengen        19.08.2020 18:29 Carta:  61853201  CHF  50.80;-50.80;32315.95;19.08.20
19.08.20;Eft-Pos Coop-1506 Regensdorf 18.08.2020 20:03 Carta:  61853201  CHF  46.30;-46.30;32366.75;18.08.20
18.08.20;Eft-Pos DD 8105 REGENSDORF   17.08.2020 12:49 Carta:  61853201  CHF  35.20;-35.20;32413.05;17.08.20
17.08.20;Eft-Pos BAUHAUS Fachcentrum  14.08.2020 15:08 Carta:  61853201  CHF  52.05;-52.05;32448.25;14.08.20
17.08.20;Eft-Pos LANDI Regensdorf Gen 14.08.2020 16:43 Carta:  61853201  CHF  16.90;-16.90;32500.30;14.08.20
17.08.20;Eft-Pos Lidl Regensdorf      13.08.2020 19:31 Carta:  61853201  CHF  78.80;-78.80;32517.20;13.08.20
14.08.20;Eft-Pos LANDI Regensdorf Gen 13.08.2020 11:11 Carta:  61853201  CHF  148.80;-148.80;32596.00;13.08.20
13.08.20;Eft-Pos Coop-2017 Regensdorf 12.08.2020 12:29 Carta:  61853201  CHF  119.45;-119.45;32744.80;12.08.20
11.08.20;Eft-Pos Coop-2572 Regensdorf 10.08.2020 20:50 Carta:  61853201  CHF  82.10;-82.10;32864.25;10.08.20
10.08.20;Spesen f�r Papierdokument(e);-1.50;32946.35;10.08.20
10.08.20;Eft-Pos SumUp  *Fluonalp Alp 07.08.2020 22:06 Carta:  61853201  CHF  86.90;-86.90;32947.85;07.08.20
07.08.20;Prelevamento al Bancomat CS Regensdorf Spitex 06.08.2020 16:13 Carta:  61853201  CHF  200.00;-202.00;33034.75;06.08.20
07.08.20;Eft-Pos Gemeindeverwaltung R 06.08.2020 16:05 Carta:  61853201  CHF  215.00;-215.00;33236.75;06.08.20
06.08.20;Eft-Pos Coop-1506 Regensdorf 05.08.2020 17:39 Carta:  61853201  CHF  134.20;-134.20;33451.75;05.08.20
06.08.20;Eft-Pos Interdiscount-3579 R 05.08.2020 16:51 Carta:  61853201  CHF  6.95;-6.95;33585.95;05.08.20
06.08.20;Eft-Pos Interdiscount-3579 R 05.08.2020 16:49 Carta:  61853201  CHF  40.00;-40.00;33592.90;05.08.20
06.08.20;Eft-Pos AUTOGRILL 0310       04.08.2020 09:47 Carta:  61853201;-10.30;33632.90;04.08.20
06.08.20;Eft-Pos PV1276               04.08.2020 12:11 Carta:  61853201;-21.10;33643.20;04.08.20
06.08.20;Eft-Pos L'ANTICO FORNO CANU  04.08.2020 07:59 Carta:  61853201;-26.40;33664.30;04.08.20
06.08.20;Eft-Pos MERCATO COPERTO MERC 03.08.2020 18:47 Carta:  61853201;-70.50;33690.70;03.08.20
05.08.20;Eft-Pos CONAD                03.08.2020 19:43 Carta:  61853201;-121.05;33761.20;03.08.20
03.08.20;Belastung LSV;-265.45;33882.25;03.08.20
31.07.20;Verg�tung;-84.60;34147.70;31.07.20
27.07.20;Verg�tung;-2187.00;34232.30;27.07.20
24.07.20;Pagamento stipendio Universitaet Zuerich;4700.20;36419.30;24.07.20
15.07.20;Verg�tung;-6000.00;31719.10;15.07.20
10.07.20;Spesen f�r Papierdokument(e);-1.50;37719.10;10.07.20
08.07.20;Zahlungseingang;2633.25;37720.60;08.07.20
01.07.20;Belastung LSV;-265.45;35087.35;01.07.20
30.06.20;Verg�tung;-60.00;35352.80;30.06.20
29.06.20;Eft-Pos Agip stazione serviz 27.06.2020 12:34 Carta:  61853201  CHF  3.90;-3.90;35412.80;27.06.20
25.06.20;Pagamento stipendio Universitaet Zuerich;4700.20;35416.70;25.06.20
18.06.20;Zahlungseingang;1650.00;30716.50;18.06.20
10.06.20;Spesen f�r Papierdokument(e);-1.50;29066.50;10.06.20
02.06.20;Belastung LSV;-265.45;29068.00;02.06.20
27.05.20;Dauerauftrag;-900.00;29333.45;27.05.20
25.05.20;Pagamento stipendio Universitaet Zuerich;4971.45;30233.45;25.05.20
18.05.20;Verg�tung;-18.00;25262.00;18.05.20
14.05.20;Verg�tung;-29.00;25280.00;14.05.20
11.05.20;Spesen f�r Papierdokument(e);-1.50;25309.00;11.05.20
11.05.20;Verg�tung;-42.30;25310.50;11.05.20
04.05.20;Zahlungseingang;900.00;25352.80;04.05.20
04.05.20;Belastung LSV;-265.45;24452.80;04.05.20
27.04.20;Dauerauftrag;-900.00;24718.25;27.04.20
24.04.20;Pagamento stipendio Universitaet Zuerich;4971.45;25618.25;24.04.20
21.04.20;Verg�tung;-42.30;20646.80;21.04.20
14.04.20;Spesen f�r Papierdokument(e);-1.50;20689.10;14.04.20
07.04.20;Verg�tung;-126.90;20690.60;07.04.20
01.04.20;Belastung LSV;-265.45;20817.50;01.04.20
27.03.20;Dauerauftrag;-900.00;21082.95;27.03.20
25.03.20;Pagamento stipendio Universitaet Zuerich;4971.45;21982.95;25.03.20
10.03.20;Spesen f�r Papierdokument(e);-1.50;17011.50;10.03.20
06.03.20;Verg�tung;-3000.00;17013.00;06.03.20
05.03.20;Eft-Pos UZH Binzm�hle        04.03.2020 13:13 Carta:  61853201  CHF  7.70;-7.70;20013.00;04.03.20
04.03.20;Eft-Pos UZH Binzm�hle        03.03.2020 12:37 Carta:  61853201  CHF  11.90;-11.90;20020.70;03.03.20
04.03.20;Eft-Pos Aldi Suisse 06       03.03.2020 16:56 Carta:  61853201  CHF  8.45;-8.45;20032.60;03.03.20
04.03.20;Eft-Pos LIDL 211 - ZUERICH - 02.03.2020 17:28 Carta:  61853201  CHF  12.65;-12.65;20041.05;02.03.20
04.03.20;Eft-Pos Pressecenter Airport 02.03.2020 12:08 Carta:  61853201  CHF  3.25;-3.25;20053.70;02.03.20
04.03.20;Eft-Pos Hug Retail AG        02.03.2020 13:29 Carta:  61853201  CHF  8.80;-8.80;20056.95;02.03.20
03.03.20;Eft-Pos Coop-5609 ZH Andreas 02.03.2020 13:26 Carta:  61853201  CHF  7.15;-7.15;20065.75;02.03.20
27.02.20;Dauerauftrag;-900.00;20072.90;27.02.20
27.02.20;Eft-Pos UZH Binzm�hle        26.02.2020 12:30 Carta:  61853201  CHF  7.00;-7.00;20972.90;26.02.20
26.02.20;Eft-Pos UZH Binzm�hle        25.02.2020 12:48 Carta:  61853201  CHF  8.40;-8.40;20979.90;25.02.20
26.02.20;Eft-Pos Aldi Suisse 06       25.02.2020 18:58 Carta:  61853201  CHF  27.30;-27.30;20988.30;25.02.20
25.02.20;Pagamento stipendio Universitaet Zuerich;4971.45;21015.60;25.02.20
25.02.20;Eft-Pos UZH Binzm�hle        24.02.2020 13:09 Carta:  61853201  CHF  8.40;-8.40;16044.15;24.02.20
20.02.20;Eft-Pos UZH Binzm�hle        19.02.2020 12:27 Carta:  61853201  CHF  5.40;-5.40;16052.55;19.02.20
19.02.20;Eft-Pos UZH Binzm�hle        18.02.2020 12:31 Carta:  61853201  CHF  7.00;-7.00;16057.95;18.02.20
18.02.20;Eft-Pos UZH Binzm�hle        17.02.2020 12:53 Carta:  61853201  CHF  8.40;-8.40;16064.95;17.02.20
18.02.20;Eft-Pos Aldi Suisse 06       17.02.2020 17:12 Carta:  61853201  CHF  13.75;-13.75;16073.35;17.02.20
13.02.20;Eft-Pos UZH Binzm�hle        12.02.2020 12:28 Carta:  61853201  CHF  7.00;-7.00;16087.10;12.02.20
12.02.20;Eft-Pos UZH Binzm�hle        11.02.2020 12:40 Carta:  61853201  CHF  7.00;-7.00;16094.10;11.02.20
11.02.20;Eft-Pos Coop-1248 ZH Milchbu 10.02.2020 13:30 Carta:  61853201  CHF  57.10;-57.10;16101.10;10.02.20
11.02.20;Eft-Pos RESTAURANT GERTRUDHO 09.02.2020 17:11 Carta:  61853201  CHF  88.50;-88.50;16158.20;09.02.20
11.02.20;Prelevamento al Bancomat ZUERICH-LOCHERGUT    09.02.2020 16:04 Carta:  61853201  CHF  100.00;-102.00;16246.70;09.02.20
10.02.20;Spesen f�r Papierdokument(e);-3.00;16348.70;10.02.20
10.02.20;Eft-Pos Restaurant Luigia Z� 08.02.2020 22:31 Carta:  61853201  CHF  80.50;-80.50;16351.70;08.02.20
10.02.20;Eft-Pos Restaurant Luigia Z� 08.02.2020 20:55 Carta:  61853201  CHF  16.00;-16.00;16432.20;08.02.20
27.01.20;Dauerauftrag;-900.00;16448.20;27.01.20
24.01.20;Pagamento stipendio Universitaet Zuerich;4971.45;17348.20;24.01.20
15.01.20;Eft-Pos Aldi Suisse 06       14.01.2020 16:57 Carta:  61853201  CHF  4.20;-4.20;12376.75;14.01.20
14.01.20;Eft-Pos UZH Binzm�hle        13.01.2020 12:32 Carta:  61853201  CHF  11.90;-11.90;12380.95;13.01.20
13.01.20;Verg�tung;-2000.00;12392.85;13.01.20
10.01.20;Pagamento Bundesamt f�r Gesundheit BAG;-300.00;14392.85;10.01.20
10.01.20;Verg�tung;-400.00;14692.85;10.01.20
09.01.20;Verg�tung;-530.90;15092.85;09.01.20
09.01.20;Eft-Pos UZH Binzm�hle        08.01.2020 12:34 Carta:  61853201  CHF  7.00;-7.00;15623.75;08.01.20
09.01.20;Eft-Pos Selecta AG / PuV     08.01.2020 15:02 Carta:  61853201  CHF  3.00;-3.00;15630.75;08.01.20
09.01.20;Eft-Pos Selecta AG / PuV     08.01.2020 15:03 Carta:  61853201  CHF  3.00;-3.00;15633.75;08.01.20
08.01.20;Eft-Pos UZH Binzm�hle        07.01.2020 12:28 Carta:  61853201  CHF  7.00;-7.00;15636.75;07.01.20
07.01.20;Eft-Pos Aldi Suisse 06       06.01.2020 16:57 Carta:  61853201  CHF  9.45;-9.45;15643.75;06.01.20
07.01.20;Eft-Pos Restaurant Pantanal  05.01.2020 15:56 Carta:  61853201  CHF  3.80;-3.80;15653.20;05.01.20
06.01.20;Eft-Pos Coop-1914 ZH C.St. A 04.01.2020 19:29 Carta:  61853201  CHF  100.35;-100.35;15657.00;04.01.20
31.12.19;Saldovortrag;15757.35;15757.35;31.12.19
